Maintenance_ID,Maintenance_Date,Plant_ID,Equipment_ID,Maintenance_Type,Action_Taken,Downtime_Min,Maintenance_Cost_USD,Technician_Team
MT-01006,2025-01-05 15:30:00,20,EQ-00532,Component Replacement,Inverter reset performed,59,1330.33,Team B
MT-01007,2025-06-03 15:30:00,9,EQ-00231,Component Replacement,Firmware updated,351,484.81,Team B
MT-01008,2025-03-02 04:30:00,14,EQ-00369,Inspection,Inverter reset performed,358,424.27,Team A
MT-01009,2025-06-28 12:15:00,10,EQ-00261,Corrective Maintenance,Transformer cooling checked,99,558.77,Team B
MT-01010,2025-10-05 06:30:00,8,EQ-00194,Preventive Maintenance,Panel cleaning completed,161,128.59,Team C
MT-01011,2025-09-10 07:45:00,14,EQ-00359,Component Replacement,Loose connection repaired,116,620.68,Team B
MT-01012,2025-08-17 02:45:00,12,EQ-00302,Inspection,Transformer cooling checked,100,468.94,Team C
MT-01013,2025-08-11 01:15:00,16,EQ-00407,Preventive Maintenance,Firmware updated,195,1046.89,Team B
MT-01014,2025-02-16 23:15:00,6,EQ-00148,Inspection,Sensor recalibrated,202,2108.34,Team D
MT-01015,2025-09-06 16:15:00,8,EQ-00196,Corrective Maintenance,Firmware updated,277,2386.16,Team C
MT-01016,2025-01-06 02:45:00,9,EQ-00236,Cleaning,Inverter reset performed,308,2153.71,Team B
MT-01017,2025-02-27 06:00:00,7,EQ-00169,Cleaning,Sensor recalibrated,51,152.15,Team A
MT-01018,2025-08-31 22:15:00,12,EQ-00309,Component Replacement,Inverter reset performed,324,1483.9,Team B
MT-01019,2025-06-29 10:15:00,7,EQ-00166,Component Replacement,Firmware updated,196,1420.22,Team C
MT-01020,2025-10-31 14:00:00,11,EQ-00285,Component Replacement,Firmware updated,102,2015.7,Team C
MT-01021,2025-12-30 08:15:00,3,EQ-00074,Inspection,Panel cleaning completed,340,569.25,Team D
MT-01022,2025-04-19 01:15:00,5,EQ-00125,Inspection,Breaker replaced,91,2367.12,Team B
MT-01023,2025-01-16 18:15:00,5,EQ-00128,Corrective Maintenance,Panel cleaning completed,268,773.03,Team A
MT-01024,2025-04-04 19:45:00,7,EQ-00186,Component Replacement,Cable inspection completed,188,1626.9,Team B
MT-01025,2025-12-16 22:00:00,9,EQ-00230,Component Replacement,Cable inspection completed,357,2376.28,Team A
MT-01026,2025-02-11 02:15:00,8,EQ-00210,Cleaning,Transformer cooling checked,27,1899.66,Team B
MT-01027,2025-01-17 14:45:00,18,EQ-00463,Cleaning,Loose connection repaired,326,1943.46,Team D
MT-01028,2025-09-12 17:00:00,11,EQ-00283,Corrective Maintenance,Sensor recalibrated,294,1225.38,Team B
MT-01029,2025-09-05 19:00:00,19,EQ-00489,Component Replacement,Sensor recalibrated,171,972.72,Team B
MT-01030,2025-12-26 13:00:00,18,EQ-00479,Preventive Maintenance,Loose connection repaired,137,304.64,Team B
MT-01031,2025-04-14 03:15:00,15,EQ-00382,Corrective Maintenance,Panel cleaning completed,53,1973.04,Team C
MT-01032,2025-12-01 18:15:00,18,EQ-00468,Preventive Maintenance,Firmware updated,218,663.92,Team A
MT-01033,2025-10-19 00:30:00,3,EQ-00057,Component Replacement,Inverter reset performed,102,1835.53,Team A
MT-01034,2025-04-26 23:00:00,16,EQ-00424,Cleaning,Transformer cooling checked,137,1253.62,Team A
MT-01035,2025-11-17 18:15:00,9,EQ-00220,Inspection,Firmware updated,331,323.17,Team C
MT-01036,2025-09-20 09:45:00,18,EQ-00460,Inspection,Cable inspection completed,61,205.11,Team A
MT-01037,2025-03-06 16:15:00,14,EQ-00356,Corrective Maintenance,Loose connection repaired,171,545.6,Team B
MT-01038,2025-08-19 13:45:00,12,EQ-00300,Inspection,Transformer cooling checked,158,2060.99,Team A
MT-01039,2025-08-23 06:00:00,6,EQ-00145,Preventive Maintenance,Loose connection repaired,335,1487.29,Team A
MT-01040,2025-09-22 05:00:00,2,EQ-00040,Component Replacement,Loose connection repaired,288,2048.28,Team A
MT-01041,2025-12-04 06:15:00,17,EQ-00456,Corrective Maintenance,Inverter reset performed,303,1714.86,Team A
MT-01042,2025-12-06 22:00:00,17,EQ-00450,Inspection,Breaker replaced,112,112.3,Team D
MT-01043,2025-01-27 07:00:00,10,EQ-00270,Corrective Maintenance,Transformer cooling checked,149,781.13,Team D
MT-01044,2025-03-09 07:00:00,13,EQ-00349,Cleaning,Transformer cooling checked,220,299.16,Team C
MT-01045,2025-06-22 06:00:00,14,EQ-00362,Inspection,Sensor recalibrated,182,2201.36,Team C
MT-01046,2025-11-19 04:15:00,5,EQ-00110,Inspection,Loose connection repaired,169,484.47,Team B
MT-01047,2025-01-02 19:30:00,10,EQ-00254,Corrective Maintenance,Inverter reset performed,241,2372.58,Team B
MT-01048,2025-02-01 14:45:00,8,EQ-00202,Corrective Maintenance,Panel cleaning completed,230,1453.21,Team A
MT-01049,2025-08-11 13:00:00,1,EQ-00002,Cleaning,Panel cleaning completed,220,647.31,Team D
MT-01050,2025-07-04 07:30:00,15,EQ-00381,Component Replacement,Breaker replaced,305,1194.09,Team B
MT-01051,2025-10-14 01:00:00,2,EQ-00054,Inspection,Firmware updated,185,526.01,Team B
MT-01052,2025-04-08 05:00:00,14,EQ-00369,Component Replacement,Loose connection repaired,48,584.3,Team C
MT-01053,2025-09-15 10:45:00,20,EQ-00517,Inspection,Cable inspection completed,168,613.49,Team C
MT-01054,2025-06-26 13:45:00,1,EQ-00014,Inspection,Cable inspection completed,223,544.89,Team B
MT-01055,2025-10-13 06:45:00,11,EQ-00272,Component Replacement,Firmware updated,73,2155.76,Team B
MT-01056,2025-04-25 10:15:00,3,EQ-00071,Cleaning,Cable inspection completed,121,1539.1,Team C
MT-01057,2025-05-04 12:15:00,18,EQ-00463,Preventive Maintenance,Sensor recalibrated,280,881.61,Team D
MT-01058,2025-01-05 05:15:00,10,EQ-00247,Cleaning,Transformer cooling checked,119,619.22,Team C
MT-01059,2025-03-14 01:45:00,8,EQ-00209,Component Replacement,Cable inspection completed,216,156.0,Team B
MT-01060,2025-03-29 07:30:00,2,EQ-00044,Cleaning,Breaker replaced,186,1515.14,Team D
MT-01061,2025-06-23 15:15:00,19,EQ-00491,Preventive Maintenance,Breaker replaced,231,124.79,Team B
MT-01062,2025-01-23 15:30:00,1,EQ-00007,Component Replacement,Cable inspection completed,337,1961.88,Team B
MT-01063,2025-12-29 15:45:00,15,EQ-00380,Component Replacement,Firmware updated,231,177.63,Team A
MT-01064,2025-07-11 09:15:00,7,EQ-00189,Cleaning,Panel cleaning completed,119,1770.91,Team A
MT-01065,2025-07-26 07:45:00,5,EQ-00110,Corrective Maintenance,Firmware updated,289,1482.73,Team D
MT-01066,2025-11-21 00:30:00,15,EQ-00400,Corrective Maintenance,Loose connection repaired,167,325.75,Team C
MT-01067,2025-08-10 22:45:00,12,EQ-00298,Preventive Maintenance,Transformer cooling checked,327,522.05,Team A
MT-01068,2025-10-06 01:15:00,8,EQ-00192,Preventive Maintenance,Loose connection repaired,27,906.67,Team C
MT-01069,2025-06-12 23:15:00,8,EQ-00197,Inspection,Transformer cooling checked,305,2188.83,Team A
MT-01070,2025-11-15 11:30:00,7,EQ-00170,Corrective Maintenance,Firmware updated,148,225.07,Team A
MT-01071,2025-01-26 03:45:00,11,EQ-00275,Preventive Maintenance,Breaker replaced,162,2383.34,Team B
MT-01072,2025-08-01 03:15:00,17,EQ-00435,Corrective Maintenance,Breaker replaced,167,1622.37,Team B
MT-01073,2025-02-01 21:00:00,4,EQ-00101,Inspection,Loose connection repaired,273,309.97,Team C
MT-01074,2025-11-26 03:15:00,10,EQ-00251,Corrective Maintenance,Inverter reset performed,112,576.82,Team C
MT-01075,2025-04-06 02:30:00,19,EQ-00509,Inspection,Inverter reset performed,348,2098.92,Team D
MT-01076,2025-03-01 05:30:00,7,EQ-00168,Corrective Maintenance,Firmware updated,225,416.31,Team C
MT-01077,2025-12-15 22:15:00,5,EQ-00135,Inspection,Sensor recalibrated,186,1221.82,Team D
MT-01078,2025-07-27 21:30:00,19,EQ-00489,Corrective Maintenance,Transformer cooling checked,22,1285.32,Team C
MT-01079,2025-07-26 08:15:00,19,EQ-00503,Cleaning,Breaker replaced,275,930.94,Team C
MT-01080,2025-10-05 12:45:00,8,EQ-00201,Corrective Maintenance,Cable inspection completed,48,917.1,Team A
MT-01081,2025-07-20 12:15:00,15,EQ-00393,Inspection,Cable inspection completed,216,1672.18,Team A
MT-01082,2025-02-26 23:30:00,17,EQ-00448,Inspection,Inverter reset performed,328,934.39,Team A
MT-01083,2025-04-06 23:15:00,19,EQ-00497,Preventive Maintenance,Inverter reset performed,272,1476.87,Team C
MT-01084,2025-03-17 07:15:00,18,EQ-00473,Preventive Maintenance,Loose connection repaired,64,2261.85,Team C
MT-01085,2025-06-09 03:30:00,18,EQ-00474,Inspection,Inverter reset performed,203,762.16,Team D
MT-01086,2025-12-01 12:30:00,15,EQ-00381,Preventive Maintenance,Cable inspection completed,348,2325.39,Team B
MT-01087,2025-11-06 22:45:00,18,EQ-00465,Corrective Maintenance,Transformer cooling checked,357,2039.78,Team C
MT-01088,2025-09-04 17:15:00,1,EQ-00022,Cleaning,Cable inspection completed,204,881.27,Team B
MT-01089,2025-03-03 20:30:00,5,EQ-00113,Preventive Maintenance,Loose connection repaired,225,2311.49,Team A
MT-01090,2025-01-15 02:30:00,11,EQ-00272,Inspection,Inverter reset performed,355,2272.89,Team A
MT-01091,2025-03-16 16:30:00,2,EQ-00051,Component Replacement,Panel cleaning completed,133,1456.69,Team C
MT-01092,2025-01-12 21:00:00,16,EQ-00426,Preventive Maintenance,Cable inspection completed,126,230.78,Team B
MT-01093,2025-10-11 11:00:00,12,EQ-00298,Corrective Maintenance,Panel cleaning completed,149,1213.36,Team A
MT-01094,2025-02-10 11:30:00,12,EQ-00303,Preventive Maintenance,Loose connection repaired,262,502.89,Team C
MT-01095,2025-01-05 03:30:00,2,EQ-00052,Inspection,Sensor recalibrated,89,1703.42,Team B
MT-01096,2025-05-01 11:00:00,11,EQ-00280,Inspection,Transformer cooling checked,163,925.34,Team C
MT-01097,2025-08-19 07:00:00,10,EQ-00262,Corrective Maintenance,Sensor recalibrated,60,1083.5,Team B
MT-01098,2025-09-02 01:30:00,4,EQ-00108,Cleaning,Cable inspection completed,341,1409.98,Team B
MT-01099,2025-09-29 19:15:00,8,EQ-00216,Inspection,Panel cleaning completed,17,1316.36,Team C
MT-01100,2025-06-02 13:45:00,17,EQ-00434,Inspection,Transformer cooling checked,349,1049.12,Team B
MT-01101,2025-10-19 13:30:00,13,EQ-00330,Component Replacement,Breaker replaced,32,1479.94,Team C
MT-01102,2025-01-21 20:30:00,12,EQ-00300,Preventive Maintenance,Cable inspection completed,79,545.01,Team C
MT-01103,2025-03-18 18:45:00,15,EQ-00382,Cleaning,Sensor recalibrated,230,2327.84,Team D
MT-01104,2025-04-06 00:15:00,4,EQ-00099,Preventive Maintenance,Sensor recalibrated,157,563.43,Team B
MT-01105,2025-03-23 17:00:00,9,EQ-00224,Corrective Maintenance,Sensor recalibrated,281,335.08,Team D
MT-01106,2025-11-27 05:45:00,1,EQ-00023,Component Replacement,Firmware updated,329,2244.09,Team D
MT-01107,2025-04-24 18:45:00,11,EQ-00288,Corrective Maintenance,Inverter reset performed,206,2380.61,Team C
MT-01108,2025-10-17 09:00:00,15,EQ-00388,Component Replacement,Transformer cooling checked,225,2294.28,Team D
MT-01109,2025-01-09 13:15:00,19,EQ-00487,Inspection,Panel cleaning completed,128,1702.98,Team B
MT-01110,2025-12-26 02:00:00,18,EQ-00467,Inspection,Transformer cooling checked,61,504.94,Team A
MT-01111,2025-04-15 06:00:00,17,EQ-00440,Preventive Maintenance,Loose connection repaired,281,2035.58,Team D
MT-01112,2025-08-17 11:45:00,15,EQ-00397,Cleaning,Cable inspection completed,286,753.93,Team A
MT-01113,2025-05-20 21:45:00,18,EQ-00472,Preventive Maintenance,Cable inspection completed,95,1322.26,Team A
MT-01114,2025-04-27 14:15:00,4,EQ-00095,Preventive Maintenance,Loose connection repaired,70,2345.06,Team B
MT-01115,2025-03-05 18:00:00,20,EQ-00532,Component Replacement,Panel cleaning completed,213,2314.06,Team C
MT-01116,2025-07-10 08:00:00,12,EQ-00304,Preventive Maintenance,Inverter reset performed,305,1624.31,Team A
MT-01117,2025-05-07 10:15:00,15,EQ-00404,Corrective Maintenance,Breaker replaced,141,1902.79,Team A
MT-01118,2025-04-08 06:30:00,3,EQ-00055,Component Replacement,Firmware updated,336,1520.22,Team A
MT-01119,2025-11-09 13:45:00,17,EQ-00452,Cleaning,Cable inspection completed,300,162.21,Team D
MT-01120,2025-04-21 18:30:00,20,EQ-00529,Inspection,Firmware updated,136,928.28,Team C
MT-01121,2025-10-15 14:00:00,4,EQ-00101,Preventive Maintenance,Sensor recalibrated,101,1396.62,Team A
MT-01122,2025-04-10 05:30:00,3,EQ-00071,Cleaning,Loose connection repaired,311,1890.24,Team D
MT-01123,2025-06-06 23:45:00,6,EQ-00149,Preventive Maintenance,Sensor recalibrated,322,889.4,Team B
MT-01124,2025-05-14 19:00:00,12,EQ-00324,Inspection,Transformer cooling checked,138,506.22,Team D
MT-01125,2025-11-16 23:30:00,20,EQ-00537,Cleaning,Loose connection repaired,176,1576.6,Team A
MT-01126,2025-07-26 12:00:00,7,EQ-00164,Inspection,Firmware updated,298,2267.4,Team C
MT-01127,2025-08-27 05:00:00,6,EQ-00153,Preventive Maintenance,Inverter reset performed,339,620.93,Team B
MT-01128,2025-05-24 04:00:00,17,EQ-00440,Inspection,Sensor recalibrated,59,1840.43,Team C
MT-01129,2025-07-16 11:45:00,14,EQ-00373,Preventive Maintenance,Breaker replaced,197,160.71,Team C
MT-01130,2025-11-19 13:00:00,11,EQ-00280,Corrective Maintenance,Firmware updated,259,821.03,Team D
MT-01131,2025-04-08 10:45:00,17,EQ-00445,Corrective Maintenance,Panel cleaning completed,220,1319.84,Team B
MT-01132,2025-02-24 17:00:00,20,EQ-00533,Preventive Maintenance,Panel cleaning completed,87,2156.76,Team A
MT-01133,2025-09-04 02:30:00,3,EQ-00056,Preventive Maintenance,Breaker replaced,234,2080.78,Team C
MT-01134,2025-08-23 10:30:00,5,EQ-00122,Inspection,Panel cleaning completed,226,1312.31,Team D
MT-01135,2025-06-05 10:45:00,6,EQ-00150,Preventive Maintenance,Breaker replaced,338,1464.67,Team D
MT-01136,2025-08-30 13:15:00,1,EQ-00002,Inspection,Panel cleaning completed,346,2456.23,Team C
MT-01137,2025-09-17 00:45:00,18,EQ-00474,Inspection,Firmware updated,327,665.34,Team B
MT-01138,2025-11-05 13:30:00,8,EQ-00215,Component Replacement,Firmware updated,62,880.75,Team A
MT-01139,2025-07-24 08:00:00,6,EQ-00155,Corrective Maintenance,Panel cleaning completed,53,835.92,Team A
MT-01140,2025-01-14 22:30:00,4,EQ-00089,Component Replacement,Sensor recalibrated,241,885.2,Team A
MT-01141,2025-06-30 13:30:00,9,EQ-00238,Cleaning,Cable inspection completed,257,804.24,Team C
MT-01142,2025-07-25 04:45:00,13,EQ-00337,Inspection,Cable inspection completed,100,671.51,Team C
MT-01143,2025-08-19 00:15:00,15,EQ-00380,Corrective Maintenance,Panel cleaning completed,34,1190.76,Team C
MT-01144,2025-01-03 15:30:00,15,EQ-00401,Inspection,Loose connection repaired,124,1867.01,Team D
MT-01145,2025-07-19 09:00:00,8,EQ-00210,Component Replacement,Breaker replaced,332,1647.91,Team A
MT-01146,2025-04-26 10:15:00,15,EQ-00398,Preventive Maintenance,Inverter reset performed,213,1317.56,Team C
MT-01147,2025-04-19 06:00:00,15,EQ-00396,Component Replacement,Sensor recalibrated,143,1902.48,Team D
MT-01148,2025-03-24 13:15:00,19,EQ-00494,Inspection,Sensor recalibrated,163,410.97,Team C
MT-01149,2025-05-16 05:30:00,16,EQ-00407,Component Replacement,Inverter reset performed,349,1244.89,Team C
MT-01150,2025-08-20 11:45:00,7,EQ-00176,Inspection,Sensor recalibrated,249,549.67,Team C
MT-01151,2025-10-04 16:15:00,4,EQ-00085,Component Replacement,Firmware updated,105,943.59,Team C
MT-01152,2025-07-02 17:45:00,17,EQ-00454,Preventive Maintenance,Inverter reset performed,306,1750.09,Team C
MT-01153,2025-05-24 05:45:00,18,EQ-00480,Inspection,Panel cleaning completed,253,1336.51,Team C
MT-01154,2025-08-29 20:30:00,6,EQ-00142,Component Replacement,Firmware updated,118,751.54,Team D
MT-01155,2025-03-07 05:45:00,4,EQ-00102,Preventive Maintenance,Inverter reset performed,81,2197.58,Team B
MT-01156,2025-08-22 05:30:00,15,EQ-00396,Component Replacement,Cable inspection completed,241,2458.16,Team A
MT-01157,2025-01-10 09:30:00,16,EQ-00432,Inspection,Cable inspection completed,248,1084.38,Team D
MT-01158,2025-02-06 04:30:00,20,EQ-00515,Corrective Maintenance,Panel cleaning completed,245,555.71,Team D
MT-01159,2025-02-17 12:45:00,8,EQ-00192,Inspection,Loose connection repaired,83,1996.66,Team C
MT-01160,2025-08-11 22:45:00,4,EQ-00096,Component Replacement,Sensor recalibrated,163,1897.37,Team A
MT-01161,2025-06-12 07:45:00,19,EQ-00505,Preventive Maintenance,Cable inspection completed,358,2442.76,Team B
MT-01162,2025-07-11 06:00:00,18,EQ-00463,Component Replacement,Sensor recalibrated,68,1236.29,Team A
MT-01163,2025-11-30 03:15:00,6,EQ-00143,Preventive Maintenance,Inverter reset performed,260,1011.45,Team D
MT-01164,2025-01-12 19:30:00,3,EQ-00076,Cleaning,Breaker replaced,209,1528.0,Team B
MT-01165,2025-01-24 18:15:00,19,EQ-00504,Component Replacement,Breaker replaced,68,995.18,Team D
MT-01166,2025-04-23 09:45:00,7,EQ-00174,Cleaning,Transformer cooling checked,145,337.88,Team A
MT-01167,2025-03-02 05:00:00,5,EQ-00132,Component Replacement,Firmware updated,281,1484.58,Team B
MT-01168,2025-10-11 14:45:00,18,EQ-00472,Cleaning,Loose connection repaired,349,2007.11,Team C
MT-01169,2025-04-14 22:30:00,6,EQ-00154,Inspection,Sensor recalibrated,68,1859.6,Team D
MT-01170,2025-12-21 16:45:00,5,EQ-00132,Cleaning,Transformer cooling checked,231,800.56,Team A
MT-01171,2025-01-05 23:45:00,16,EQ-00408,Preventive Maintenance,Transformer cooling checked,310,1888.23,Team C
MT-01172,2025-07-09 14:00:00,12,EQ-00300,Component Replacement,Cable inspection completed,30,67.0,Team C
MT-01173,2025-11-18 11:30:00,20,EQ-00520,Corrective Maintenance,Cable inspection completed,274,288.0,Team B
MT-01174,2025-03-10 11:00:00,2,EQ-00033,Preventive Maintenance,Firmware updated,217,2037.29,Team B
MT-01175,2025-08-12 16:30:00,20,EQ-00524,Corrective Maintenance,Inverter reset performed,128,2432.42,Team D
MT-01176,2025-05-10 03:45:00,7,EQ-00179,Inspection,Loose connection repaired,118,1189.77,Team C
MT-01177,2025-08-21 17:45:00,4,EQ-00103,Cleaning,Loose connection repaired,228,542.82,Team A
MT-01178,2025-03-18 23:45:00,10,EQ-00256,Component Replacement,Inverter reset performed,233,1544.19,Team A
MT-01179,2025-04-14 10:15:00,11,EQ-00273,Component Replacement,Inverter reset performed,183,2292.59,Team D
MT-01180,2025-04-17 05:00:00,15,EQ-00379,Inspection,Breaker replaced,118,1578.29,Team B
MT-01181,2025-09-02 14:15:00,19,EQ-00497,Preventive Maintenance,Breaker replaced,302,1576.63,Team C
MT-01182,2025-09-03 20:15:00,17,EQ-00436,Corrective Maintenance,Firmware updated,352,135.91,Team A
MT-01183,2025-11-26 01:30:00,18,EQ-00475,Cleaning,Transformer cooling checked,300,2246.84,Team C
MT-01184,2025-07-16 05:30:00,3,EQ-00067,Inspection,Transformer cooling checked,23,941.28,Team A
MT-01185,2025-11-28 23:30:00,9,EQ-00220,Preventive Maintenance,Panel cleaning completed,265,2052.87,Team D
MT-01186,2025-02-14 14:45:00,9,EQ-00234,Inspection,Loose connection repaired,343,1851.16,Team C
MT-01187,2025-12-28 15:45:00,18,EQ-00474,Inspection,Sensor recalibrated,349,1598.8,Team D
MT-01188,2025-09-22 18:15:00,14,EQ-00359,Preventive Maintenance,Loose connection repaired,200,234.12,Team D
MT-01189,2025-06-21 16:00:00,11,EQ-00279,Cleaning,Firmware updated,260,102.21,Team B
MT-01190,2025-02-11 23:30:00,16,EQ-00411,Inspection,Inverter reset performed,358,1004.28,Team A
MT-01191,2025-01-18 10:45:00,4,EQ-00087,Cleaning,Panel cleaning completed,336,1626.85,Team D
MT-01192,2025-12-26 01:45:00,20,EQ-00526,Corrective Maintenance,Transformer cooling checked,290,1219.79,Team B
MT-01193,2025-11-21 07:45:00,10,EQ-00248,Preventive Maintenance,Breaker replaced,161,526.85,Team A
MT-01194,2025-12-16 10:45:00,13,EQ-00350,Preventive Maintenance,Transformer cooling checked,20,210.48,Team B
MT-01195,2025-12-14 20:45:00,19,EQ-00501,Component Replacement,Transformer cooling checked,300,1173.57,Team C
MT-01196,2025-09-29 20:30:00,12,EQ-00303,Corrective Maintenance,Loose connection repaired,276,643.98,Team A
MT-01197,2025-06-23 06:45:00,19,EQ-00497,Corrective Maintenance,Cable inspection completed,119,1001.72,Team C
MT-01198,2025-03-23 09:45:00,3,EQ-00076,Inspection,Breaker replaced,145,631.1,Team D
MT-01199,2025-10-20 08:45:00,9,EQ-00218,Preventive Maintenance,Firmware updated,271,1828.44,Team D
MT-01200,2025-08-07 12:45:00,12,EQ-00306,Preventive Maintenance,Sensor recalibrated,215,511.6,Team D
